ts_code,end_date,ann_date,roe_yearly,roa,grossprofit_margin,netprofit_margin,debt_ratio,revenue_yoy,netprofit_yoy,op_yoy,eps,bps,total_assets,total_liab,current_assets,current_liab,operating_cf
000517.SZ,20230331,20230429,27.2776,1.022,7.1339,12.5301,,,31.27,3.9826,0.2036,3.0876,,,,,
000517.SZ,20230331,20230429,27.2776,1.022,7.1339,12.5301,,,31.27,3.9826,0.2036,3.0876,,,,,
000518.SZ,20251231,20260418,-10.5028,-7.3997,37.302,-11.502,,,66.2778,48.6097,-0.036,0.325,,,,,
000518.SZ,20250930,20251025,-4.6337,-2.3603,33.8097,-4.5845,,,13.1339,15.8576,-0.0123,0.3487,,,,,
000518.SZ,20250630,20250827,-5.5086,-1.828,34.6865,-5.7137,,,8.6737,-3.1491,-0.0098,0.3512,,,,,
000518.SZ,20250331,20250430,-17.5004,-2.9937,64.3837,-39.136,,,-436.3533,-259.1338,-0.0155,0.3456,,,,,
000518.SZ,20241231,20250429,-25.7771,-18.1767,62.6818,-55.92,,,-46.1324,-3.0115,-0.1068,0.361,,,,,
000518.SZ,20240930,20241030,-4.1083,-2.1989,68.8538,-9.957,,,66.2558,66.3149,-0.0142,0.4537,,,,,
000518.SZ,20240630,20240831,-4.6446,-1.7201,66.8124,-11.0039,,,70.7267,74.6624,-0.0107,0.4571,,,,,
000518.SZ,20240331,20240430,-2.4716,-0.5325,71.5449,-5.7275,,,84.3494,81.5056,-0.0029,0.465,,,,,
000518.SZ,20231231,20240430,-14.4896,-11.0086,69.7615,-34.1582,,,-54.2644,-41.3505,-0.0731,0.4679,,,,,
000518.SZ,20230930,20231027,-10.7839,-6.1662,70.9897,-25.5963,,,-22.5193,-18.9327,-0.0421,0.4992,,,,,
000518.SZ,20230630,20230823,-14.0336,-5.4471,71.1862,-33.0448,,,-14.724,-12.2596,-0.0367,0.5046,,,,,
000518.SZ,20230331,20230429,-13.8448,-2.9377,68.3018,-37.0477,,,18.5459,15.5174,-0.0184,0.5228,,,,,
000518.SZ,20230331,20230429,-13.8448,-2.9377,68.3018,-37.0477,,,18.5459,15.5174,-0.0184,0.5228,,,,,
000519.SZ,20251231,20260424,0.4051,0.0836,14.3459,0.6526,,,112.7384,124.107,0.0299,7.4264,,,,,
000519.SZ,20250930,20251028,-0.7665,-0.588,18.2849,-2.1373,,,2.2973,-6.252,-0.0422,7.3355,,,,,
000519.SZ,20250930,20251028,-0.7665,-0.588,18.2849,-2.1373,,,2.2973,-6.252,-0.0422,7.3355,,,,,
000519.SZ,20250630,20250822,-0.7952,-0.4089,18.1384,-2.3206,,,-191.3182,-124.6106,-0.0292,7.3485,,,,,
000519.SZ,20250331,20250429,-5.066,-0.8574,14.4344,-22.4753,,,-843.6678,-5672.8813,-0.0926,7.2668,,,,,
000519.SZ,20250331,20250429,-5.066,-0.8574,14.4344,-22.4753,,,-843.6678,-5672.8813,-0.0926,7.2668,,,,,
000519.SZ,20241231,20250424,-3.1511,-2.7896,15.2413,-8.0505,,,-139.5164,-142.6877,-0.2351,7.3579,,,,,
000519.SZ,20240930,20241028,-0.7696,-0.5846,22.5462,-2.4063,,,-129.3095,-111.744,-0.0432,7.4195,,,,,
000519.SZ,20240630,20240826,0.8506,0.3024,24.574,2.4946,,,-57.6642,-47.7732,0.032,7.4937,,,,,
000519.SZ,20240331,20240426,-0.5212,-0.1152,19.6032,-1.5427,,,60.1374,114.0574,-0.0098,7.5023,,,,,
000519.SZ,20240331,20240426,-0.5212,-0.1152,19.6032,-1.5427,,,60.1374,114.0574,-0.0098,7.5023,,,,,
000519.SZ,20231231,20240420,8.1686,5.3413,32.2542,13.5438,,,1.0783,-7.334,0.5948,7.561,,,,,
000519.SZ,20231231,20240420,8.1686,5.3413,32.2542,13.5438,,,1.0783,-7.334,0.5948,7.561,,,,,
000519.SZ,20230930,20231027,2.7849,1.6239,30.0796,6.8297,,,-76.6861,-74.3663,0.1475,7.1208,,,,,
000519.SZ,20230630,20230822,2.1554,0.9053,29.6246,5.5022,,,-84.9893,-81.1669,0.0756,7.0317,,,,,
000519.SZ,20230331,20230425,-1.4084,-0.1902,24.8521,-4.4169,,,-112.1787,-105.0578,-0.0246,6.9819,,,,,
000519.SZ,20230331,20230425,-1.4084,-0.1902,24.8521,-4.4169,,,-112.1787,-105.0578,-0.0246,6.9819,,,,,
000520.SZ,20251231,20260429,-10.0254,-6.2106,6.178,-5.8244,,,46.8628,81.7372,-0.0434,0.4129,,,,,
000520.SZ,20250930,20251027,-17.2151,-8.5154,5.8999,-10.1397,,,-151.8563,-104.1364,-0.0554,0.3979,,,,,
000520.SZ,20250630,20250830,0.5356,0.2315,4.769,0.3579,,,108.2497,108.9417,0.0012,0.4545,,,,,
000520.SZ,20250331,20250429,-2.1892,-0.3309,2.3913,-1.5201,,,66.9919,61.8512,-0.0025,0.4509,,,,,
000520.SZ,20241231,20250429,-16.4895,-11.4603,-0.6906,-9.3162,,,-850.3612,-526.5487,-0.0817,0.4533,,,,,
000520.SZ,20240930,20241028,-5.5209,-2.9475,-0.3559,-2.923,,,-33.0709,-64.7355,-0.0218,0.5161,,,,,
000520.SZ,20240630,20240829,-5.553,-2.0008,0.6819,-2.9997,,,-78.3754,-84.9501,-0.0147,0.5235,,,,,
000520.SZ,20240331,20240426,-5.6124,-0.9376,0.4914,-3.5351,,,10.3697,10.4659,-0.0075,0.5307,,,,,
000520.SZ,20231231,20240426,-1.5851,-0.8679,2.0362,-0.8602,,,-124.0178,-135.5451,-0.0086,0.5378,,,,,
000520.SZ,20230930,20231028,-4.0577,-2.0928,1.4018,-2.2369,,,-149.6696,-139.3839,-0.0164,0.5305,,,,,
000520.SZ,20230630,20230828,-3.043,-1.001,2.0029,-1.7303,,,-134.9994,-124.8236,-0.0083,0.5387,,,,,
000520.SZ,20230331,20230428,-6.1644,-1.0717,1.2596,-3.6792,,,-179.6901,-158.8965,-0.0084,0.5382,,,,,
000520.SZ,20230331,20230428,-6.1644,-1.0717,1.2596,-3.6792,,,-179.6901,-158.8965,-0.0084,0.5382,,,,,
000521.SZ,20251231,20260403,6.745,1.9561,10.5016,1.4136,,,-41.3088,-32.3842,0.3996,5.9068,,,,,
000521.SZ,20250930,20251023,10.5909,2.2118,10.1535,1.9825,,,-8.2017,-1.4121,0.4743,6.0312,,,,,
000521.SZ,20250630,20250821,13.612,1.7644,10.4434,2.3764,,,0.264,6.3135,0.4051,5.9942,,,,,
000521.SZ,20250331,20250422,11.76,0.7123,11.8316,2.5291,,,16.9153,15.1165,0.1764,6.0903,,,,,
000521.SZ,20241231,20250403,11.742,3.0242,11.1526,2.5337,,,-4.9684,2.1132,0.679,5.909,,,,,
000521.SZ,20240930,20241023,11.9148,2.3527,10.8336,2.3872,,,6.3488,19.9819,0.515,5.8713,,,,,
000521.SZ,20240630,20240817,14.1196,1.8134,11.2784,2.8421,,,15.9134,32.1332,0.403,5.7605,,,,,
000521.SZ,20240331,20240420,10.54,0.6689,13.3908,2.6707,,,26.9265,38.7071,0.151,5.807,,,,,
000521.SZ,20231231,20240330,13.4819,3.6392,13.9441,3.1888,,,203.0351,180.6632,0.7195,5.6555,,,,,
000521.SZ,20230930,20231024,12.3671,2.2781,13.4474,2.7076,,,207.5086,197.7078,0.4843,5.4243,,,,,
000521.SZ,20230630,20230818,13.494,1.6709,12.8601,2.8836,,,493.0495,485.737,0.3477,5.2873,,,,,
000521.SZ,20230331,20230420,9.368,0.6102,14.6575,2.5489,,,2280.5114,1041.9092,0.119,5.1424,,,,,
000521.SZ,20230331,20230420,9.368,0.6102,14.6575,2.5489,,,2280.5114,1041.9092,0.119,5.1424,,,,,
000523.SZ,20251231,20260331,4.133,4.8756,14.4801,5.3974,,,-84.7283,-0.6494,0.0436,1.0454,,,,,
000523.SZ,20250930,20251031,4.5665,3.8421,16.4456,5.5981,,,0.7796,9.575,0.0356,1.0304,,,,,
000523.SZ,20250630,20250829,3.3972,2.1638,14.4897,4.954,,,-13.3644,10.2418,0.0177,1.0375,,,,,
000523.SZ,20250331,20250429,2.456,0.8999,12.6579,4.0602,,,-46.0985,4.7143,0.0064,1.0319,,,,,
000523.SZ,20250331,20250429,2.456,0.8999,12.6579,4.0602,,,-46.0985,4.7143,0.0064,1.0319,,,,,
000523.SZ,20241231,20250401,30.8811,4.8979,12.9166,26.5272,,,585.5752,-2.7849,0.28,1.0469,,,,,
000523.SZ,20240930,20241030,5.7203,3.4034,13.7881,5.2917,,,201.7967,47.2553,0.0336,0.801,,,,,
000523.SZ,20240630,20240827,5.2698,2.2018,12.6688,4.8737,,,170.3108,157.5108,0.0204,0.7876,,,,,
000523.SZ,20240331,20240425,6.1516,1.213,11.3128,5.4972,,,126.3572,123.2387,0.0118,0.7763,,,,,
000523.SZ,20231231,20240402,6.3183,2.8735,12.3549,3.7772,,,255.3958,1841.704,0.04,0.7634,,,,,
000523.SZ,20230930,20231031,2.3869,1.8708,13.3348,1.662,,,630.7424,139.2077,0.0114,0.7151,,,,,
000523.SZ,20230630,20230831,0.1106,0.2006,11.2785,0.0138,,,102.0625,118.8618,0.0004,0.8442,,,,,
000523.SZ,20230630,20230831,0.1106,0.2006,11.2785,0.0138,,,102.0625,118.8618,0.0004,0.8442,,,,,
000523.SZ,20230331,20230429,1.2,0.2756,10.5887,0.5526,,,129.556,147.8545,0.0023,0.8517,,,,,
000523.SZ,20230331,20230429,1.2,0.2756,10.5887,0.5526,,,129.556,147.8545,0.0023,0.8517,,,,,
000524.SZ,20251231,20260328,3.0765,2.3813,18.3063,1.6608,,,-53.3384,-42.1075,0.1,3.4125,,,,,
000524.SZ,20250930,20251031,3.8481,1.7184,17.696,2.0528,,,-51.5192,-50.4636,0.1,3.3954,,,,,
000524.SZ,20250630,20250827,4.3748,1.2991,18.6091,2.4423,,,24.3903,15.7039,0.07,3.3734,,,,,
000524.SZ,20250331,20250429,4.6628,0.6695,20.054,2.8545,,,8.8784,2.4231,0.04,3.4218,,,,,
000524.SZ,20250331,20250429,4.6628,0.6695,20.054,2.8545,,,8.8784,2.4231,0.04,3.4218,,,,,
000524.SZ,20241231,20250329,6.875,5.0918,19.1001,3.7588,,,116.0802,68.9564,0.22,3.3832,,,,,
000524.SZ,20240930,20241031,8.2925,4.5507,18.8473,4.4406,,,133.9571,76.2517,0.2,3.3544,,,,,
000524.SZ,20240630,20240828,3.7672,1.228,19.6637,2.2364,,,33.7274,21.9836,0.06,3.1737,,,,,
000524.SZ,20240331,20240427,4.5724,0.7774,20.8445,2.7329,,,176.8876,158.5,0.036,3.1606,,,,,
000524.SZ,20231231,20240323,3.3203,2.461,20.8684,2.3943,,,138.6681,155.1711,0.1,3.134,,,,,
000524.SZ,20230930,20231027,3.6923,2.0891,21.4042,2.8377,,,159.8776,190.6586,0.09,3.1198,,,,,
000524.SZ,20230630,20230824,2.6624,0.7969,22.978,2.5499,,,127.3499,138.4203,0.04,3.0737,,,,,
000524.SZ,20230331,20230426,1.7028,0.1271,26.5141,2.2615,,,111.4687,114.089,0.013,3.0521,,,,,
000524.SZ,20230331,20230426,1.7028,0.1271,26.5141,2.2615,,,111.4687,114.089,0.013,3.0521,,,,,
000525.SZ,20251231,20260428,-14.2021,-4.228,10.7818,-12.5624,,,-197.6084,-123.5351,-0.29,1.8959,,,,,
000525.SZ,20250930,20251029,-13.2232,-3.6887,7.4134,-12.1969,,,-1115.0521,-1213.1567,-0.2092,2.0121,,,,,
000525.SZ,20250630,20250829,-15.0682,-2.8689,6.0206,-14.6697,,,-1081.7276,-997.1115,-0.1606,2.0568,,,,,
000525.SZ,20250630,20250829,-15.0682,-2.8689,6.0206,-14.6697,,,-1081.7276,-997.1115,nan,2.0568,,,,,
000525.SZ,20250331,20250426,4.0676,0.6518,22.8232,2.8172,,,45.7391,-6.0577,0.0173,2.2274,,,,,
000525.SZ,20241231,20250426,20.7389,6.7182,2.5084,11.9276,,,199.7281,359.2496,0.3,2.206,,,,,
000525.SZ,20240930,20241031,3.9751,2.3135,25.4737,0.7832,,,14.0401,171.9054,0.0461,1.5764,,,,,
000525.SZ,20240630,20240831,4.7642,1.5334,25.8303,1.2123,,,17.8138,185.3726,0.0366,1.5563,,,,,
000525.SZ,20240331,20240430,8.9832,0.7493,27.2284,2.2508,,,77.4052,314.1283,0.0346,1.5653,,,,,
000525.SZ,20231231,20240430,-36.1951,-1.9486,5.7615,-11.964,,,-153.1297,-174.3113,-0.67,1.5132,,,,,
000525.SZ,20230930,20231031,2.4581,2.2984,23.4797,0.596,,,-97.5199,-103.5797,0.0404,2.1922,,,,,
000525.SZ,20230630,20230830,2.8012,1.2703,28.4653,0.7925,,,-97.08,-98.7287,0.031,2.242,,,,,
000525.SZ,20230630,20230830,2.8012,1.2703,28.4653,0.7925,,,-97.08,-98.7287,0.031,2.242,,,,,
000525.SZ,20230331,20230429,3.538,0.5915,32.5411,1.0299,,,-96.2967,-97.7367,0.0195,2.217,,,,,
000525.SZ,20230331,20230429,3.538,0.5915,32.5411,1.0299,,,-96.2967,-97.7367,0.0195,2.217,,,,,
000526.SZ,20251231,20260428,22.0088,7.2018,33.4583,5.863,,,8.5777,8.8462,1.6417,7.7746,,,,,
000526.SZ,20250930,20251028,33.812,7.8338,33.8617,8.6731,,,31.5179,28.0399,1.9477,8.1835,,,,,
000526.SZ,20250630,20250828,51.1844,7.6753,36.2976,11.9832,,,42.1801,33.739,1.9396,7.9553,,,,,
000526.SZ,20250630,20250828,51.1844,7.6753,36.2976,11.9832,,,42.1801,33.739,1.9396,7.9553,,,,,
000526.SZ,20250331,20250426,35.158,2.4968,32.0174,8.506,,,47.0039,41.4707,0.6199,7.0012,,,,,
000526.SZ,20241231,20250426,25.1373,7.3529,34.5561,6.3265,,,16.8434,11.2556,1.5191,6.6991,,,,,
000526.SZ,20240930,20241029,33.2099,7.2666,34.9779,7.6969,,,50.1573,34.7433,1.4922,6.5483,,,,,
000526.SZ,20240630,20240829,46.7038,6.8506,36.0387,9.9727,,,81.8234,61.2472,1.3718,6.3251,,,,,
000526.SZ,20240630,20240829,46.7038,6.8506,36.0387,9.9727,,,81.8234,61.2472,1.3718,6.3251,,,,,
000526.SZ,20240331,20240427,31.7684,2.2039,32.4221,7.1948,,,886.4422,259.8172,0.4262,5.4013,,,,,
000526.SZ,20231231,20240427,29.5785,7.9718,36.5022,6.8832,,,1035.243,260.9495,1.3059,4.9469,,,,,
000526.SZ,20230930,20231028,31.25,6.2204,34.4321,6.3742,,,1365.0799,425.3009,0.9857,4.6097,,,,,
000526.SZ,20230630,20230830,36.8182,4.7585,35.084,6.9818,,,90.8468,88.3509,0.7544,4.4967,,,,,
000526.SZ,20230331,20230427,4.6492,0.996,30.4746,0.8878,,,334.459,137.3645,0.0432,3.7341,,,,,
000526.SZ,20230331,20230427,4.6492,0.996,30.4746,0.8878,,,334.459,137.3645,0.0432,3.7341,,,,,
000528.SZ,20251231,20260425,8.9035,3.6803,22.4101,4.2514,,,21.2643,2.7661,0.7978,9.1252,,,,,
000528.SZ,20250930,20251025,10.8311,3.2771,22.2517,4.9271,,,10.3714,-1.9839,0.7244,8.9721,,,,,
000528.SZ,20250630,20250827,13.8082,2.9124,22.3225,6.3376,,,25.0535,15.2812,0.613,8.9021,,,,,
000528.SZ,20250331,20250426,14.7928,1.6917,22.0071,7.0321,,,31.9954,23.4657,0.3255,8.8584,,,,,
000528.SZ,20250331,20250426,14.7928,1.6917,22.0071,7.0321,,,31.9954,23.4657,0.3255,8.8584,,,,,
000528.SZ,20241231,20250329,7.7829,3.6434,22.5002,4.6131,,,52.9179,37.6613,0.6824,8.6592,,,,,
000528.SZ,20240930,20241023,10.3452,3.4893,23.483,5.9401,,,59.8234,43.5056,0.6789,8.7774,,,,,
000528.SZ,20240930,20241023,10.3452,3.4893,23.483,5.9401,,,59.8234,43.5056,0.6789,8.7774,,,,,
000528.SZ,20240630,20240829,11.62,2.6663,23.4041,6.3304,,,60.1972,49.049,0.5041,8.7077,,,,,
000528.SZ,20240331,20240427,11.8692,1.4455,22.7861,6.4928,,,58.0303,52.2096,0.2552,8.6737,,,,,
000528.SZ,20231231,20240330,5.3769,2.9412,20.8193,3.4217,,,44.7979,53.1691,0.4448,8.4205,,,,,
000528.SZ,20230930,20231030,6.8504,2.6746,20.6479,3.9373,,,40.9959,47.1391,0.4235,8.3622,,,,,
000528.SZ,20230630,20230831,7.6676,1.9632,20.135,4.1167,,,28.0547,36.3255,0.3146,8.2914,,,,,
000528.SZ,20230331,20230428,7.9008,1.0099,18.7997,4.1564,,,23.7254,34.9578,0.16,8.227,,,,,
000528.SZ,20230331,20230428,7.9008,1.0099,18.7997,4.1564,,,23.7254,34.9578,0.16,8.227,,,,,
000529.SZ,20251231,20260427,3.8435,4.0199,3.9231,8.8955,,,0.9042,192.9534,0.21,5.5185,,,,,
000529.SZ,20250930,20251029,2.8236,1.1895,4.8115,4.0381,,,-21.0886,-14.1012,0.115,5.4291,,,,,
000529.SZ,20250630,20250827,4.6326,1.2935,5.2322,6.5689,,,3.9417,12.6018,0.1259,5.44,,,,,
000529.SZ,20250331,20250428,1.7512,0.2871,6.4467,2.9946,,,1.6982,47.2399,0.0238,5.4579,,,,,
000529.SZ,20241231,20250428,3.8595,1.8569,4.6611,5.2909,,,-42.7885,-47.0433,0.2086,5.4341,,,,,
000529.SZ,20240930,20241029,3.6169,1.2621,4.2719,4.5554,,,-46.0504,-36.2229,0.1458,5.3712,,,,,
000529.SZ,20240930,20241029,3.6169,1.2621,4.2719,4.5554,,,-46.0504,-36.2229,0.1458,5.3712,,,,,
000529.SZ,20240630,20240829,4.5202,0.9809,3.9641,5.8365,,,-44.4671,-29.3738,0.1212,5.3466,,,,,
000529.SZ,20240331,20240425,1.7408,0.0907,3.6947,2.479,,,-32.8555,-52.3359,0.0234,5.3989,,,,,
000529.SZ,20231231,20240425,6.9209,3.2979,4.045,7.6729,,,-76.7819,-83.4704,0.3646,5.3755,,,,,
000529.SZ,20230930,20231028,6.8999,2.4002,4.6866,7.6926,,,-78.6231,-87.2824,0.2702,5.281,,,,,
000529.SZ,20230930,20231028,6.8999,2.4002,4.6866,7.6926,,,-78.6231,-87.2824,0.2702,5.281,,,,,
000529.SZ,20230630,20230826,8.3998,2.1144,4.986,9.4508,,,8.0233,-43.8351,0.2182,5.229,,,,,
000529.SZ,20230331,20230428,2.6972,0.2718,5.629,3.6027,,,-59.3377,-59.6517,0.0349,5.1958,,,,,
000529.SZ,20230331,20230428,2.6972,0.2718,5.629,3.6027,,,-59.3377,-59.6517,0.0349,5.1958,,,,,
000530.SZ,20251231,20260424,1.9738,1.1543,16.8561,1.4839,,,-43.7724,-44.2096,0.07,3.7404,,,,,
000530.SZ,20250930,20251023,3.8132,1.5796,16.4329,2.5869,,,-4.5272,-15.4212,0.11,3.774,,,,,
000530.SZ,20250930,20251023,3.8132,1.5796,16.4329,2.5869,,,-4.5272,-15.4212,0.11,3.774,,,,,
000530.SZ,20250630,20250814,4.9694,1.3489,16.4161,3.415,,,2.7507,0.1809,0.09,3.7592,,,,,
000530.SZ,20250630,20250814,5.0478,1.3672,16.3252,3.4373,,,1.2875,-1.0167,0.09,3.7606,,,,,
000530.SZ,20250331,20250424,3.7312,0.5491,14.8876,2.6846,,,8.6865,6.824,0.03,3.7502,,,,,
000530.SZ,20241231,20250424,3.5709,1.892,16.9348,2.5089,,,123.4595,114.546,0.13,3.7145,,,,,
000530.SZ,20240930,20241024,3.9371,1.6975,17.2435,2.5831,,,31.05,52.74,0.11,3.6936,,,,,
000530.SZ,20240630,20240815,4.9584,1.2642,16.8153,3.2134,,,36.5975,26.9476,0.09,3.6754,,,,,
000530.SZ,20240331,20240426,3.5292,0.4674,16.9962,2.3663,,,10.3111,30.7907,0.03,3.6478,,,,,
000530.SZ,20231231,20240426,1.6313,1.1743,16.8263,1.1249,,,163.5916,302.8829,0.06,3.6142,,,,,
000530.SZ,20230930,20231027,3.048,1.3475,17.0829,2.0631,,,793.3629,476.3173,0.08,3.6375,,,,,
000530.SZ,20230930,20231027,3.1549,1.3807,16.9278,2.1039,,,795.3852,483.5991,0.09,3.6404,,,,,
000530.SZ,20230630,20230826,3.677,1.0766,16.8346,2.5346,,,80.5397,113.6758,0.07,3.6313,,,,,
000530.SZ,20230331,20230426,3.2448,0.4604,16.9101,2.342,,,289.8673,244.8699,0.03,3.5942,,,,,
000530.SZ,20230331,20230426,3.3644,0.4728,16.7193,2.3883,,,299.0269,250.9851,0.03,3.5953,,,,,
000531.SZ,20251231,20260410,4.5269,3.0547,15.8344,6.1295,,,81.538,100.9604,0.2925,6.4777,,,,,
000531.SZ,20250930,20251031,8.6207,3.5289,19.2174,14.3155,,,139.0828,168.6229,0.4247,6.689,,,,,
000531.SZ,20250630,20250830,6.4852,1.9496,17.4816,11.3114,,,135.9877,195.2612,0.2081,6.4807,,,,,
000531.SZ,20250331,20250430,5.8472,0.8752,14.6903,10.048,,,210.3608,268.3947,0.0936,6.4486,,,,,
000531.SZ,20241231,20250409,2.5296,2.4486,14.2686,4.571,,,-43.1511,-39.9951,0.16,6.3553,,,,,
000531.SZ,20240930,20241031,3.7141,2.151,13.704,6.0157,,,-37.0135,-49.6667,0.1764,6.3683,,,,,
000531.SZ,20240630,20240830,2.7816,1.2266,12.2479,4.4878,,,-34.282,-56.4461,0.0882,6.3864,,,,,
000531.SZ,20240331,20240430,1.9108,0.5189,11.3005,3.3027,,,-56.183,-55.223,0.0302,6.3284,,,,,
000531.SZ,20231231,20240410,5.0867,3.4907,14.8597,7.1948,,,611.4491,372.6134,0.3504,6.2954,,,,,
000531.SZ,20230930,20231031,7.6356,3.1182,14.9434,9.3904,,,953.4676,1473.1702,0.3547,6.3447,,,,,
000531.SZ,20230630,20230831,5.5704,1.5629,12.9241,7.9322,,,11.809,62.9138,0.17,6.1626,,,,,
000531.SZ,20230630,20230831,5.5704,1.5629,12.9241,7.9322,,,11.809,62.9138,0.17,6.1626,,,,,
000531.SZ,20230331,20230429,5.7252,0.8222,10.3209,8.0486,,,241.0213,165.9107,0.0872,6.137,,,,,
000531.SZ,20230331,20230429,5.7252,0.8222,10.3209,8.0486,,,241.0213,165.9107,0.0872,6.137,,,,,
000532.SZ,20251231,20260417,10.4988,10.4971,45.3421,34.772,,,4.4117,-12.7239,0.4741,4.7228,,,,,
000532.SZ,20250930,20251029,9.0421,6.7013,44.4091,31.7388,,,185.6246,267.2639,0.3004,4.5495,,,,,
000532.SZ,20250630,20250828,4.86,2.5084,44.7167,16.3561,,,20.9962,-22.3072,0.1053,4.3543,,,,,
000532.SZ,20250630,20250828,4.86,2.5084,44.7167,16.3561,,,20.9962,-22.3072,0.1053,4.3543,,,,,
000532.SZ,20250331,20250425,9.8324,2.1277,44.4704,33.9007,,,-65.9709,-66.9194,0.1073,4.4167,,,,,
000532.SZ,20241231,20250327,11.0366,12.1348,51.1442,48.9371,,,111.5277,208.0726,0.4541,4.3096,,,,,
000532.SZ,20240930,20241025,3.5595,2.4091,41.8563,15.2079,,,-19.4164,-22.642,0.1052,3.9595,,,,,
000532.SZ,20240630,20240828,4.4266,3.3622,42.1671,19.5394,,,35.1775,195.5573,0.087,3.9419,,,,,
000532.SZ,20240331,20240426,30.9212,6.4353,42.3574,111.7603,,,640.6139,543.0685,0.3152,4.2348,,,,,
000532.SZ,20231231,20240327,5.5884,4.8064,42.4714,20.1106,,,-48.4075,-59.2813,0.2147,3.9196,,,,,
000532.SZ,20230930,20231031,4.5799,3.0978,42.8864,18.877,,,-63.6496,-70.6801,0.1305,3.8355,,,,,
000532.SZ,20230630,20230825,3.4174,1.5459,44.2856,16.3323,,,-34.9425,-50.1208,0.0644,3.7694,,,,,
000532.SZ,20230331,20230426,4.498,1.2361,33.7126,23.3744,,,4.7688,26.67,0.0426,3.8052,,,,,
000532.SZ,20230331,20230426,4.498,1.2361,33.7126,23.3744,,,4.7688,26.67,0.0426,3.8052,,,,,
000533.SZ,20251231,20260416,11.0981,5.7995,20.9931,6.3193,,,8.3964,4.3045,0.1476,1.4025,,,,,
000533.SZ,20250930,20251030,11.8208,4.6862,22.1226,6.9413,,,12.9398,5.634,0.1166,1.3722,,,,,
000533.SZ,20250630,20250820,9.112,2.5954,21.2769,5.5374,,,30.6446,19.2778,0.0586,1.316,,,,,
000533.SZ,20250331,20250430,8.8832,1.3118,21.7865,6.2198,,,39.108,34.9314,0.0282,1.2856,,,,,
000533.SZ,20241231,20250416,11.4433,5.8459,21.0143,5.4887,,,46.1031,21.9857,0.1361,1.2571,,,,,
000533.SZ,20240930,20241026,11.7195,4.6947,21.8377,6.0832,,,47.8065,36.0594,0.1032,1.2257,,,,,
000533.SZ,20240930,20241026,11.7195,4.6947,21.8377,6.0832,,,47.8065,36.0594,0.1032,1.2257,,,,,
000533.SZ,20240630,20240820,7.8382,2.3704,21.0593,4.4575,,,48.4995,40.4227,0.0449,1.1672,,,,,
000533.SZ,20240331,20240430,7.168,1.0785,22.6154,4.8388,,,35.8708,49.2641,0.0203,1.1427,,,,,
000533.SZ,20231231,20240416,8.651,4.7433,21.4893,4.3353,,,104.3058,235.9243,0.0932,1.1224,,,,,
000533.SZ,20230930,20231028,8.7241,3.9459,21.1631,4.8033,,,153.9204,164.1289,0.0698,1.1022,,,,,
000533.SZ,20230630,20230829,5.7698,2.0163,20.2835,3.6216,,,48.2646,67.5574,0.0302,1.0627,,,,,
000533.SZ,20230331,20230429,5.7484,0.8889,20.0899,3.7965,,,131.3606,76.3446,0.0149,1.0469,,,,,
000533.SZ,20230331,20230429,5.7484,0.8889,20.0899,3.7965,,,131.3606,76.3446,0.0149,1.0469,,,,,
000534.SZ,20251231,20260421,13.2927,5.5323,71.7472,13.1367,,,2.2195,-10.9016,0.3975,3.1466,,,,,
000534.SZ,20250930,20251027,15.474,5.1051,73.6089,15.9798,,,22.4486,6.5973,0.3402,3.0746,,,,,
000534.SZ,20250630,20250823,16.7138,3.5114,73.0746,17.1515,,,21.8433,2.7592,0.2397,2.9688,,,,,
000534.SZ,20250331,20250428,20.3836,2.3372,75.4891,20.9302,,,10.5228,13.395,0.1457,2.9594,,,,,
000534.SZ,20250331,20250428,20.3836,2.3372,75.4891,20.9302,,,10.5228,13.395,0.1457,2.9594,,,,,
000534.SZ,20241231,20250307,14.9838,7.3597,75.0371,17.2968,,,9.1675,-8.399,0.3932,2.668,,,,,
000534.SZ,20241231,20250307,14.9838,7.3597,75.0371,17.2968,,,9.1675,-8.399,0.3932,2.668,,,,,
000534.SZ,20240930,20241031,15.122,6.0112,76.8744,17.3065,,,13.3605,5.337,0.2806,2.4213,,,,,
000534.SZ,20240630,20240831,16.6078,4.3027,76.8605,19.075,,,12.488,1.0663,0.1975,2.2508,,,,,
000534.SZ,20240331,20240429,22.1384,2.6068,78.6822,21.5883,,,12.4122,8.3421,0.1317,2.2813,,,,,
000534.SZ,20231231,20240330,14.6889,9.5759,74.234,19.2389,,,73.5391,81.0181,0.3574,2.3803,,,,,
000534.SZ,20231231,20240330,14.6889,9.5759,74.234,19.2389,,,73.5391,81.0181,0.3574,2.3803,,,,,
000534.SZ,20230930,20231018,13.5579,6.9054,74.0096,17.0708,,,28.0811,30.7363,0.2421,2.3882,,,,,
000534.SZ,20230630,20230819,13.9654,5.1139,75.8251,18.3101,,,16.8735,26.4364,0.1726,2.5599,,,,,
000534.SZ,20230331,20230428,18.8708,3.0128,80.1321,20.3296,,,79.1593,74.2064,0.1169,2.5634,,,,,
000534.SZ,20230331,20230428,18.8708,3.0128,80.1321,20.3296,,,79.1593,74.2064,0.1169,2.5634,,,,,
000536.SZ,20251231,20260428,-85.8558,-15.2853,-30.1152,-74.955,,,8.6703,8.4797,-0.373,0.4,,,,,
